Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Hapavirus holmes,2734390,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,2,0.000870455,0.000890448
Hapavirus joinjakaka,1972615,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,2,0.000870455,0.000890448
Hapavirus kamese,1972616,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,1,0.000435227,0.000445224
Hapavirus lajoya,1972617,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,1,0.000435227,0.000445224
Hapavirus landjia,1972618,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,1,0.000435227,0.000445224
Hapavirus manitoba,1972619,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,1,0.000435227,0.000445224
Hapavirus marco,1972620,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,10,0.00435227,0.00445224
Hapavirus mosqueiro,1972621,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,3,0.00130568,0.00133567
Hapavirus mossuril,1972622,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,1,0.000435227,0.000445224
Hapavirus ngaingan,1972623,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,1,0.000435227,0.000445224
Hapavirus ord,1972624,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,1,0.000435227,0.000445224
Hapavirus parry,1972625,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,1,0.000435227,0.000445224
Hapavirus porton,2955981,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,2,0.000870455,0.000890448
Hapavirus wongabel,1972626,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Hapavirus,1,0.000435227,0.000445224
Hapunavirus HAP1,499235,Viruses;Uroviricota;Caudoviricetes;;;Hapunavirus,53,0.023067,0.0235969
Hapunavirus VP882,261726,Viruses;Uroviricota;Caudoviricetes;;;Hapunavirus,31,0.013492,0.0138019
Harambevirus beachbum,2843758,Viruses;Uroviricota;Caudoviricetes;;Salasmaviridae;Harambevirus,1,0.000435227,0.000445224
Harambevirus harambe,2843771,Viruses;Uroviricota;Caudoviricetes;;Salasmaviridae;Harambevirus,1,0.000435227,0.000445224
Harbinvirus Lpa804,2734051,Viruses;Uroviricota;Caudoviricetes;;Herelleviridae;Harbinvirus,7,0.00304659,0.00311657
Harbinvirus bacchae,2734048,Viruses;Uroviricota;Caudoviricetes;;Herelleviridae;Harbinvirus,2,0.000870455,0.000890448
Harbinvirus bromius,2734049,Viruses;Uroviricota;Caudoviricetes;;Herelleviridae;Harbinvirus,2,0.000870455,0.000890448
Harbinvirus iacchus,2734050,Viruses;Uroviricota;Caudoviricetes;;Herelleviridae;Harbinvirus,6,0.00261136,0.00267134
Harbinvirus semele,2734052,Viruses;Uroviricota;Caudoviricetes;;Herelleviridae;Harbinvirus,2,0.000870455,0.000890448
Harkavirus alfoldi,3429188,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Harkavirus,2,0.000870455,0.000890448
Harrekavirus harreka,2955982,Viruses;Uroviricota;Caudoviricetes;;Aggregaviridae;Harrekavirus,12,0.00522273,0.00534269
Harrisonburgvirus persinger,2955983,Viruses;Uroviricota;Caudoviricetes;;;Harrisonburgvirus,78,0.0339477,0.0347275
Harrisonvirus harrison,1982221,Viruses;Uroviricota;Caudoviricetes;;;Harrisonvirus,6,0.00261136,0.00267134
Hartmanivirus scholae,3052217,Viruses;Negarnaviricota;Bunyaviricetes;Hareavirales;Arenaviridae;Hartmanivirus,8,0.00348182,0.00356179
Hartmanivirus turici,3052218,Viruses;Negarnaviricota;Bunyaviricetes;Hareavirales;Arenaviridae;Hartmanivirus,3,0.00130568,0.00133567
Hatrivirus caudatum,3429190,Viruses;Uroviricota;Caudoviricetes;Kirjokansivirales;Pyrstoviridae;Hatrivirus,11,0.0047875,0.00489746
Hattifnattvirus hattifnatt,2844287,Viruses;Uroviricota;Caudoviricetes;;;Hattifnattvirus,5,0.00217614,0.00222612
Hautrevirus hau3,1982895,Viruses;Uroviricota;Caudoviricetes;;;Hautrevirus,81,0.0352534,0.0360632
Hawkeyevirus hawkeye,2169910,Viruses;Uroviricota;Caudoviricetes;;;Hawkeyevirus,44,0.01915,0.0195899
Hedwigvirus hedwig,2560502,Viruses;Uroviricota;Caudoviricetes;;;Hedwigvirus,100,0.0435227,0.0445224
Heilongjiangvirus Lb,2734110,Viruses;Uroviricota;Caudoviricetes;;;Heilongjiangvirus,18,0.00783409,0.00801403
Helicobacter phage phiHP33,1069378,Viruses;Uroviricota;Caudoviricetes;;;Schmidvirus,5,0.00217614,0.00222612
Heliosvirus raunefjordenense,3060030,Viruses;Nucleocytoviricota;Megaviricetes;Imitervirales;Allomimiviridae;Heliosvirus,45,0.0195852,0.0200351
Helsettvirus fPS54ocr,2733628,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Helsettvirus,3,0.00130568,0.00133567
Helsettvirus fPS59,2733627,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Helsettvirus,21,0.00913977,0.00934971
Helsingorvirus Cba121,1918193,Viruses;Uroviricota;Caudoviricetes;;;Helsingorvirus,4,0.00174091,0.0017809
Helsingorvirus Cba171,1918194,Viruses;Uroviricota;Caudoviricetes;;;Helsingorvirus,4,0.00174091,0.0017809
Hemiambidensovirus hemipteran2,3052220,Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Hemiambidensovirus,1,0.000435227,0.000445224
Hemipivirus aholtge,3429195,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Hemipivirus,1,0.000435227,0.000445224
Hemipvirus veri,3060032,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Lispiviridae;Hemipvirus,5,0.00217614,0.00222612
Hemphillvirus DK1,2843762,Viruses;Uroviricota;Caudoviricetes;;Salasmaviridae;Hemphillvirus,23,0.0100102,0.0102402
Hemphillvirus DK3,2843764,Viruses;Uroviricota;Caudoviricetes;;Salasmaviridae;Hemphillvirus,1,0.000435227,0.000445224
Henifovirus sp. 'borborovivens',2844825,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Henifovirus,1,0.000435227,0.000445224
Henipavirus cedarense,3052221,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Paramyxoviridae;Henipavirus,1,0.000435227,0.000445224
Henipavirus ghanaense,3052222,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Paramyxoviridae;Henipavirus,3,0.00130568,0.00133567
Henipavirus nipahense,3052225,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Paramyxoviridae;Henipavirus,24,0.0104455,0.0106854
Hennigervirus PPPL1,3429208,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Hennigervirus,7,0.00304659,0.00311657
Hennigervirus henninger,3429205,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Hennigervirus,12,0.00522273,0.00534269
Hennigervirus shl2,3429209,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Hennigervirus,3,0.00130568,0.00133567
Henunavirus SNUABM01,2844165,Viruses;Uroviricota;Caudoviricetes;;;Henunavirus,44,0.01915,0.0195899
Henunavirus hena1,2844163,Viruses;Uroviricota;Caudoviricetes;;;Henunavirus,75,0.032642,0.0333918
Henuseptimavirus henu7,2844204,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Henuseptimavirus,7,0.00304659,0.00311657
Hepacivirus P,2202225,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,1,0.000435227,0.000445224
Hepacivirus bovis,3052226,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,1,0.000435227,0.000445224
Hepacivirus colobi,3052227,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,5,0.00217614,0.00222612
Hepacivirus equi,3052228,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,1,0.000435227,0.000445224
Hepacivirus glareoli,3052229,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,2,0.000870455,0.000890448
Hepacivirus hominis,3052230,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,18,0.00783409,0.00801403
Hepacivirus macronycteridis,3052231,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,2,0.000870455,0.000890448
Hepacivirus myodae,3052232,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,5,0.00217614,0.00222612
Hepacivirus norvegici,3052233,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,1,0.000435227,0.000445224
Hepacivirus otomopis,3052234,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,12,0.00522273,0.00534269
Hepacivirus platyrrhini,3052236,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,2,0.000870455,0.000890448
Hepacivirus rhabdomysis,3052238,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,4,0.00174091,0.0017809
Hepacivirus vittatae,3052239,Viruses;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Hepacivirus,7,0.00304659,0.00311657
Hepatovirus bephopi,3429213,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Hepatovirus,2,0.000870455,0.000890448
Hepatovirus cemanavi,3429214,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Hepatovirus,2,0.000870455,0.000890448
Hepatovirus devoli,3429215,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Hepatovirus,3,0.00130568,0.00133567
Hepatovirus erubebrufu,3429216,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Hepatovirus,1,0.000435227,0.000445224
Hepatovirus fejalco,3429217,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Hepatovirus,3,0.00130568,0.00133567
Hepatovirus gafrisheta,3429218,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Hepatovirus,2,0.000870455,0.000890448
Hepatovirus hedgi,3429219,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Hepatovirus,3,0.00130568,0.00133567
Herbevirus kibaleense,3052242,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Peribunyaviridae;Herbevirus,1,0.000435227,0.000445224
Herbevirus taiense,3052243,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Peribunyaviridae;Herbevirus,7,0.00304659,0.00311657
Hermit mivirus,2507303,Viruses;Negarnaviricota;Monjiviricetes;Jingchuvirales;Chuviridae;Mivirus,1,0.000435227,0.000445224
Herugrimvirus gladden,2955985,Viruses;Cressdnaviricota;Arfiviricetes;Cirlivirales;Vilyaviridae;Herugrimvirus,1,0.000435227,0.000445224
Hestiavirus hestia,3060033,Viruses;Uroviricota;Caudoviricetes;;;Hestiavirus,54,0.0235023,0.0240421
Heterocapsa circularisquama DNA virus 01,650121,Viruses;;;;;Dinodnavirus,4,0.00174091,0.0017809
Heverleevirus OLIVR5,3052245,Viruses;Uroviricota;Caudoviricetes;;Pootjesviridae;Heverleevirus,41,0.0178443,0.0182542
Hexartovirus cirripedis,2746925,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Artoviridae;Hexartovirus,3,0.00130568,0.00133567
Hicfunavirus HCF1,2653507,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Hicfunavirus,20,0.00870455,0.00890448
Higashivirus RSB1,2733591,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autonotataviridae;Higashivirus,75,0.032642,0.0333918
Higashivirus RsoP1IDN,2733592,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autonotataviridae;Higashivirus,41,0.0178443,0.0182542
Higrevirus waimanalo,3047949,Viruses;Kitrinoviricota;Alsuviricetes;Martellivirales;Kitaviridae;Higrevirus,5,0.00217614,0.00222612
Himalivirus celestis,3429259,Viruses;Cressdnaviricota;Arfiviricetes;Saturnivirales;Mahapunaviridae;Himalivirus,1,0.000435227,0.000445224
Hinehbovirus caenihabitans,2844832,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Solspiviridae;Hinehbovirus,4,0.00174091,0.0017809
Hinxtonvirus ARI0462,3429266,Viruses;Uroviricota;Caudoviricetes;;;Hinxtonvirus,1,0.000435227,0.000445224
Hiroshimavirus PPpW3,3060034,Viruses;Uroviricota;Caudoviricetes;;;Hiroshimavirus,83,0.0361239,0.0369536
Hiyaavirus hiyaa,2734239,Viruses;Uroviricota;Caudoviricetes;;;Hiyaavirus,388,0.168868,0.172747
Hnatkovirus DS6A,2845650,Viruses;Uroviricota;Caudoviricetes;;;Hnatkovirus,458,0.199334,0.203913
Hodnevirus agradaptatum,3429292,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus agrenecus,3429293,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus agrihabitans,3429295,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,3,0.00130568,0.00133567
Hodnevirus arvenecus,3429420,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,2,0.000870455,0.000890448
Hodnevirus arvivivens,3429424,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus chorocola,3429435,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus chorohabitans,3429436,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,16,0.00696364,0.00712359
Hodnevirus chorovicinum,3429437,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus chorovivens,3429438,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,4,0.00174091,0.0017809
Hodnevirus chthonadaptatum,2843797,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus chthonocola,2843799,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus edaphocola,3429447,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,2,0.000870455,0.000890448
Hodnevirus edaphohabitans,3429448,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus geovicinum,2843808,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus geovivens,2843809,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,3,0.00130568,0.00133567
Hodnevirus isoedaphocola,3429490,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus isogeoenecus,3429492,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus isohumicola,3429498,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,2,0.000870455,0.000890448
Hodnevirus isosolihabitans,3429506,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus limihabitans,2843812,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus monochoradaptatum,3429532,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,3,0.00130568,0.00133567
Hodnevirus monochorenecus,3429533,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus monohumihabitans,3429535,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,5,0.00217614,0.00222612
Hodnevirus mononeochorohabitans,3429539,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus mononeochorovivens,3429541,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,3,0.00130568,0.00133567
Hodnevirus mononeohumicola,3429544,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus monotelluricola,3429545,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,13,0.00565795,0.00578791
Hodnevirus monoterradaptatum,3429549,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus monoterricola,3429550,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus monoterrivivens,3429551,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus neoagricola,3429561,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,2,0.000870455,0.000890448
Hodnevirus neoarvadaptatum,3429565,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,58,0.0252432,0.025823
Hodnevirus neoarvivivens,3429570,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus neochoradaptatum,3429574,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,2,0.000870455,0.000890448
Hodnevirus neochorovicinum,3429578,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus neochthonadaptatum,3429580,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus neochthonovicinum,3429584,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,2,0.000870455,0.000890448
Hodnevirus neogeoenecus,3429594,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus neohumicola,3429600,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,3,0.00130568,0.00133567
Hodnevirus neohumihabitans,3429601,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,2,0.000870455,0.000890448
Hodnevirus neopedohabitans,3429610,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus neosolivivens,3429618,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus neotellurenecus,3429620,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus neotelluricola,3429621,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus neotellurihabitans,3429622,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,2,0.000870455,0.000890448
Hodnevirus neotellurivivens,3429624,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus neoterricola,3429627,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,2,0.000870455,0.000890448
Hodnevirus neoterrivicinum,3429629,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus paludicola,3429631,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,3,0.00130568,0.00133567
Hodnevirus pedadaptatum,3429632,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus pedenecus,3429633,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus pedocola,3429634,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus soladaptatum,2843815,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,2,0.000870455,0.000890448
Hodnevirus solihabitans,2843818,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,2,0.000870455,0.000890448
Hodnevirus solivicinum,2843819,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus tellurenecus,2843822,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hodnevirus tellurivicinum,2843825,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,3,0.00130568,0.00133567
Hodnevirus tellurivivens,2843826,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,2,0.000870455,0.000890448
Hodnevirus terricola,2843828,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hodnevirus,1,0.000435227,0.000445224
Hohrdovirus caenivivens,2844839,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus,1,0.000435227,0.000445224
Hohrdovirus pedadaptatum,2844844,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus,2,0.000870455,0.000890448
Hohrdovirus pedenecus,2844845,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus,3,0.00130568,0.00133567
Hohrdovirus pedocola,2844846,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus,1,0.000435227,0.000445224
Hohrdovirus soladaptatum,2844850,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus,1,0.000435227,0.000445224
Hohrdovirus solenecus,2844851,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Hohrdovirus,1,0.000435227,0.000445224
Hollowayvirus E220,3429776,Viruses;Uroviricota;Caudoviricetes;;;Hollowayvirus,24,0.0104455,0.0106854
Hollowayvirus Epa33,3429777,Viruses;Uroviricota;Caudoviricetes;;;Hollowayvirus,7,0.00304659,0.00311657
Hollowayvirus F116,280701,Viruses;Uroviricota;Caudoviricetes;;;Hollowayvirus,5,0.00217614,0.00222612
Hollowayvirus H66,1273707,Viruses;Uroviricota;Caudoviricetes;;;Hollowayvirus,27,0.0117511,0.0120211
Hollowayvirus LKA5,3429778,Viruses;Uroviricota;Caudoviricetes;;;Hollowayvirus,4,0.00174091,0.0017809
Hollowayvirus PA8,3429779,Viruses;Uroviricota;Caudoviricetes;;;Hollowayvirus,12,0.00522273,0.00534269
Hollowayvirus phiC725A,3429780,Viruses;Uroviricota;Caudoviricetes;;;Hollowayvirus,13,0.00565795,0.00578791
Holosalinivirus M1EM1,2560719,Viruses;Uroviricota;Caudoviricetes;;;Holosalinivirus,17,0.00739886,0.00756881
