taxonomy_id	count
2844838	0
2786038	16519
3429611	0
2844765	0
2786219	16224
3429586	0
2845545	0
2786316	14915
3429631	0
2844760	0
2786009	13485
2843817	0
2786043	10594
2843826	0
2786786	9615
3429579	0
2844707	0
2786848	8584
3429422	0
2844698	0
2786154	8425
3429295	0
2844692	0
2786810	8377
2843819	0
2786118	8179
3429429	0
2846188	0
2786457	7622
3429530	0
2845486	0
2786046	7398
3429431	0
2845553	0
2786528	7085
3429539	0
2844740	0
2786123	6658
2843818	0
2786088	6502
3429597	0
2844725	0
2786309	6239
3429292	0
2844689	0
2786794	6015
3429536	0
2845053	0
2786327	5844
2843798	0
2786205	5803
3429485	0
2844711	0
2786277	5726
2843812	0
2786675	5603
2843804	0
2786283	5542
2843811	0
2786593	4621
2843815	0
2786042	4435
2843827	0
2786805	4369
3429294	0
2843918	0
2786019	4281
2843810	0
2786442	4193
3429548	0
2844778	0
2786349	4099
2843820	0
2786168	3914
3429562	0
2844734	0
2786095	3787
3429628	0
2844757	0
2786050	3761
3429575	0
2844738	0
2786117	3649
3429535	0
2845052	0
2786142	3528
2843823	0
2786325	3514
3429497	0
2845050	0
2786097	3404
2843809	0
2786323	3290
2843806	0
2786294	3253
3429614	0
2844768	0
2786248	3097
3429471	0
2846187	0
2786150	3088
3429600	0
2844728	0
2786773	2946
3429625	0
2844754	0
2786036	2774
3429559	0
2845047	0
2786822	2729
2843825	0
2786780	2628
3429561	0
2844691	0
2786800	2520
3429424	0
2843709	0
2786045	2435
3429576	0
2844739	0
2786114	2407
2843799	0
2786200	2321
2843805	0
2786284	2288
3429587	0
2844837	0
2786196	2258
3429426	0
2844701	0
2786610	2230
3429604	0
2845559	0
2786640	1959
3429613	0
2844767	0
2786226	1849
3429626	0
2844755	0
2786044	1837
2843813	0
2786027	1710
2843803	0
2785998	1706
3429470	0
2844731	0
2786791	1703
3429578	0
2844706	0
2786847	1678
3429602	0
2844747	0
2786077	1654
3429564	0
2844736	0
2786105	1562
2843797	0
2786189	1548
3429621	0
2844750	0
2786013	1507
3429594	0
2844649	0
2786121	1481
3429551	0
2845055	0
2786016	1481
3429549	0
2844779	0
2786356	1471
3429620	0
2844749	0
2786021	1449
3429435	0
2844704	0
2786837	1402
3429490	0
2845547	0
2786792	1394
3429601	0
2844746	0
2786075	1253
3429546	0
2844776	0
2786342	1245
3429563	0
2844735	0
2786103	1237
3429468	0
2844729	0
2786785	1198
2843824	0
2786359	1189
3429446	0
2844715	0
2786174	1141
2843821	0
2786324	1133
3429580	0
2844708	0
2786269	1131
3429583	0
2844160	0
2786793	1110
3429617	0
2844771	0
2786264	1105
3429560	0
2844732	0
2786084	1032
3429742	0
2844780	0
2786362	1031
3429599	0
2844727	0
2786775	1020
3429496	0
2845049	0
2786029	1018
2843822	0
2786358	1002
3429574	0
2844737	0
2786108	987
3429598	0
2844726	0
2786763	965
3429743	0
2844782	0
2786364	949
3429745	0
2844784	0
2786761	935
3429623	0
2844752	0
2786026	908
2843614	0
2786838	888
3429448	0
2844717	0
2786177	875
2843828	0
2786851	874
3429531	0
2845487	0
2786235	871
3429612	0
2844766	0
2786222	870
3429434	0
2844703	0
2786840	822
3429420	0
2844696	0
2786153	818
3429635	0
2844764	0
2786197	817
3429634	0
2844763	0
2786191	809
3429538	0
2844733	0
2786082	769
3429541	0
2844742	0
2786132	756
3429537	0
2845054	0
2786330	732
3429593	0
2844721	0
2786304	723
3429744	0
2844783	0
2786758	689
3429565	0
2844695	0
2786134	682
3429584	0
2844712	0
2786285	679
3429489	0
2845546	0
2786826	658
2843801	0
2786266	635
2843808	0
2786322	610
2843814	0
2786040	605
3429532	0
2845488	0
2786374	604
3429616	0
2844770	0
2786262	598
3429436	0
2843965	0
2786286	587
2843807	0
2786300	570
3429293	0
2844690	0
2786803	559
3429627	0
2844756	0
2786037	552
2843613	0
2786254	522
3429472	0
2845048	0
2786829	499
2843800	0
2786258	499
3429581	0
2844709	0
2786273	463
3429544	0
2844745	0
2786061	461
3429630	0
2844759	0
2786058	455
3429632	0
2844761	0
2786190	452
3429492	0
2844722	0
2786305	447
3429447	0
2844716	0
2786169	437
3429570	0
2844700	0
2786160	431
3429419	0
2843994	0
2786830	422
3429449	0
2844718	0
2786186	407
3429494	0
2844989	0
2786141	404
3429529	0
2845485	0
2786033	398
3429438	0
2843996	0
2786772	397
3429498	0
2845051	0
2786086	371
3429595	0
2844723	0
2786306	366
3429596	0
2844724	0
2786307	353
3429463	0
2846067	0
2786832	348
3429445	0
2844714	0
2786165	346
3429629	0
2844758	0
2786057	334
3429297	0
2844694	0
2786833	312
3429514	0
2846068	0
2786192	300
2843615	0
2786817	298
3429450	0
2844719	0
2786188	296
3429615	0
2844769	0
2786241	295
3429547	0
2844777	0
2786343	274
3429585	0
2844713	0
2786291	272
3429545	0
2844775	0
2786328	271
3429433	0
2844702	0
2786836	260
3429610	0
2846597	0
2786067	251
3429603	0
2844748	0
2786078	246
3429577	0
2844705	0
2786845	244
3429506	0
2845607	0
2786814	242
3429543	0
2844744	0
2786070	239
3429421	0
2844697	0
2786148	199
3429423	0
2844699	0
2786155	193
3429633	0
2844762	0
2786195	176
3429622	0
2844751	0
2786025	168
3429540	0
2844741	0
2786129	167
3429474	0
2846236	0
2786214	138
3429437	0
2843995	0
2786079	137
3429534	0
2845490	0
2786782	114
3429469	0
2844730	0
2786788	77
3429542	0
2844743	0
2786060	70
2843113	0
2852878	0
2846596	0
2786448	88041
2842726	0
2852406	29
2844826	0
2786676	44368
2844825	0
2786660	442
2842384	0
2852160	0
2843707	0
2786463	14238
2843090	0
2852851	0
2846445	0
2786257	8165
2842917	0
2852640	0
2845697	0
2786543	3757
2842359	0
2852122	0
2843619	0
2786104	3671
2842710	0
2852387	0
2844774	0
2786331	3455
2844720	0
2786303	179
2842839	0
2852547	0
2845552	0
2786843	1850
2842956	0
2852682	0
2845838	0
2786231	1803
2843024	0
2852768	0
2846170	0
2786661	1279
2842551	0
2852199	0
2843845	0
2786458	696
2842615	0
2852273	0
2844013	0
2785999	634
2842940	0
2852665	0
2845768	0
2786194	76
2842736	17302
2844840	0
2786011	603779
2844839	0
2786500	245562
3429755	0
2844093	0
2786436	63799
2844842	0
2786080	28882
2844849	0
2786201	28182
2844852	0
2786289	9686
2844846	0
2786124	8900
2844845	0
2786130	8800
2844847	0
2786147	7714
2844851	0
2786767	6829
2844848	0
2786193	6521
2844841	0
2786017	4533
2844844	0
2786115	4315
2844843	0
2786542	2544
2844850	0
2786247	1437
2844853	0
2786783	925
2842364	13792
3426028	0
2845122	0
2786678	701209
3426058	0
2845123	0
2786599	93030
2843666	0
2786717	33620
2843662	0
2786828	21513
2843664	0
2786450	19149
3426056	0
2843720	0
2786346	19037
2843665	0
2786495	18245
2843659	0
2786340	9637
2843660	0
2786820	7624
3426029	0
2844161	0
2786759	7609
2843668	0
2786261	7317
2843667	0
2786014	3179
2843661	0
2786762	2630
3426055	0
2843719	0
2786066	1385
2843663	0
2786430	1370
2842694	102
2844405	0
2786394	280259
3428987	0
2845801	0
2786842	11426
3428982	0
2843942	0
2786091	84
2842550	1262
2843842	0
2786443	191044
3427455	0
2845981	0
2786496	8879
2843843	0
2786491	6827
3427457	0
2845983	0
2786677	5287
3427464	0
2845984	0
2786802	4693
3427444	0
2845040	0
2786714	4160
2843844	0
2786731	3293
3427456	0
2845982	0
2786596	2371
3427462	0
2843945	0
2786511	952
3427454	0
2845980	0
2786483	572
3427447	0
2845979	0
2786406	513
3427465	0
2845985	0
2786823	200
2843104	0
2846584	0
2786421	211538
2842691	0
2844312	0
2786609	111461
2842745	0
2844985	0
2786198	100600
2842788	10503
2845041	0
2786611	81044
2845042	0
2786741	6313
2845043	0
2786245	965
3153187	2823
3429038	0
2846629	0
2786149	23824
3429049	0
2846638	0
2786544	12865
3429052	0
2846641	0
2786591	7437
3429053	0
2846642	0
2786639	6622
3429056	0
2846645	0
2786092	6446
3429051	0
2846640	0
2786545	4701
3429063	0
2846652	0
2786795	4545
3429062	0
2846651	0
2786357	3050
3429066	0
2846655	0
2786824	1782
3429048	0
2846637	0
2786526	1661
3429050	0
2846639	0
2786007	1487
3429035	0
2846626	0
2786143	1377
3429055	0
2846643	0
2786041	992
3429060	0
2846649	0
2786298	671
3429057	0
2846646	0
2786263	637
3429043	0
2846634	0
2786223	566
3429034	0
2846625	0
2786093	456
3429058	0
2846647	0
2786288	455
3429059	0
2846648	0
2786275	388
3429039	0
2846630	0
2786158	344
3429041	0
2846631	0
2786163	337
3429045	0
2846636	0
2786239	313
3429061	0
2846650	0
2786319	296
3429067	0
2846656	0
2786846	249
3429065	0
2846654	0
2786798	211
3429037	0
2846628	0
2786146	205
3429064	0
2846653	0
2786801	139
3429042	0
2846632	0
2786167	130
3429044	0
2846635	0
2786237	111
2843077	116
2846430	0
2786213	37958
2852836	1164
2846433	0
2786393	17117
2846431	0
2786212	12092
2846432	0
2786238	426
3153213	436
3430529	0
2844046	0
2786790	52441
3430525	0
2844043	0
2786344	5732
3430524	0
2844042	0
2786337	1615
3430528	0
2844045	0
2786774	1498
3430526	0
2844044	0
2786339	1017
3430523	0
2844041	0
2786035	718
3430527	0
2844048	0
2786365	158
3153172	0
3427942	0
2845682	0
2786490	62327
2842877	479
2845635	0
2786351	20003
2845633	0
2786348	19051
2845632	0
2786230	10331
2845634	0
2786350	6911
2843009	0
2846066	0
2786527	43909
2842587	135
2843923	0
767473	38114
2843922	0
2786127	2386
2842740	1284
2844974	0
2786368	32008
2844978	0
2786039	1154
2844972	0
2786187	325
2844970	0
2786156	293
2844975	0
2786369	263
2844976	0
2786754	224
2844971	0
2786318	191
2844973	0
2786321	182
2844977	0
2786020	153
3153206	10279
3430375	0
2843712	0
2786216	8066
3430381	0
2846701	0
2786116	5131
3430374	0
2843711	0
2786217	4465
3430376	0
2843713	0
2786295	2299
3430384	0
2843717	0
2786850	1425
3430377	0
2843715	0
2786752	1208
3430383	0
2846699	0
2786018	793
3430380	0
2846700	0
2786022	252
3430379	0
2843903	0
2786249	159
2842714	160
2844791	0
2786260	12674
2844797	0
2786662	8664
2844795	0
2786509	8093
2844793	0
2786807	1593
2844796	0
2786510	967
2844794	0
2786827	750
2844792	0
2786208	577
2844790	0
2786126	60
2842388	0
2843737	0
2786679	33530
2842577	0
2843900	0
2786419	32964
2843093	2939
3432813	0
2845993	0
2786179	5811
3432826	0
2846002	0
2786770	5584
3432817	0
2845997	0
2786312	3806
3432841	0
2846008	0
2786094	2843
3432825	0
2846001	0
2786375	1741
3432828	0
2846004	0
2786835	1606
3432843	0
2846010	0
2786176	1316
3432840	0
2846007	0
2786064	1201
3432814	0
2845994	0
2786256	878
3432838	0
2846005	0
2786028	867
3432844	0
2846011	0
2786841	732
3432827	0
2846003	0
2786813	624
3432842	0
2846009	0
2786125	599
3432818	0
2845998	0
2786314	527
3432824	0
2846000	0
2786367	261
2846449	0
2786693	210
3432823	0
2845999	0
2786361	85
3432816	0
2845996	0
2786274	77
3432815	0
2845995	0
2786209	57
3432839	0
2846006	0
2786069	24
2843137	0
2846663	0
2786449	28637
2842401	0
2843837	0
2786437	27596
2842826	33
2845512	0
2786438	21667
2845513	0
2786456	1592
2843059	47
2852813	11
2846384	0
2786206	6714
2846385	0
2786287	3494
2846386	0
2786760	709
2846387	0
2786505	10914
2843117	0
2846610	0
2786106	21649
2842688	0
2844305	0
2786494	17314
2844306	0
2786617	150
3153214	0
3430532	0
2845544	0
2786552	16934
3153145	0
